"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"302","AC119396.1",7.07465742578077,1.53312036457007,0.287916978815177,5.32486958872344,1.01025493218687e-07,6.23414268749489e-06,"Up"
"303","TNFRSF8",56.0525309699112,1.22142448165401,0.229425636259859,5.32383608722157,1.01601466736247e-07,6.24899318183729e-06,"Up"
"304","PTPRN2",92.8049193495155,0.991094668792926,0.186223910128588,5.32205917118041,1.02599185712015e-07,6.27944545016605e-06,"Up"
"305","CR1L",6.03021664309215,2.19942016338763,0.413288444797823,5.32175576421829,1.02770490572046e-07,6.27944545016605e-06,"Up"
"306","CD180",147.979727896913,1.17245047364889,0.220451607133262,5.31840293157924,1.04682042447633e-07,6.3753416439676e-06,"Up"
"307","GTSF1L",3.03920365694752,2.59803311558778,0.489554791200739,5.30693021962985,1.11486832451905e-07,6.76765019405113e-06,"Up"
"308","C1QB",7071.58543450768,1.43422801524714,0.270643419869537,5.29932712178446,1.1623022904722e-07,7.03268359910388e-06,"Up"
"309","CSF2RB",358.804064289717,1.10140833669753,0.208305395040459,5.28746908587559,1.24020312222963e-07,7.479749315816e-06,"Up"
"310","PLIN4",98.0502185477337,2.06316683808802,0.390616832775578,5.28181753824566,1.27908553717833e-07,7.68936711963074e-06,"Up"
"311","CD4",2166.08272098655,1.1700370991496,0.221583458743208,5.28034495799414,1.28940893847256e-07,7.72650320815902e-06,"Up"
"312","RAC2",1633.81768090755,1.29081917261782,0.24466652681862,5.27583069659032,1.32156056797139e-07,7.89378293099835e-06,"Up"
"313","OTULINL",214.292717584437,1.41188922638456,0.267713376230937,5.27388375680796,1.33566526622542e-07,7.95254246050382e-06,"Up"
"314","AGAP2",194.804969143044,1.0302666542543,0.195469808359599,5.27072013269155,1.35889538866912e-07,8.06508740867444e-06,"Up"
"315","C1QC",6123.5344099283,1.29502919776464,0.245859010709933,5.26736520262227,1.38395713064402e-07,8.18775399577203e-06,"Up"
"316","THEMIS",32.3294411297415,1.84136667419457,0.349881860128148,5.26282406730131,1.41859312886521e-07,8.36610808529496e-06,"Up"
"317","WFDC1",1531.00157625487,-2.38538309260314,0.454122980486621,-5.25272491175639,1.49865286395894e-07,8.75513942719087e-06,"Down"
"318","NLRC3",220.378623554329,1.12857741411559,0.214842812097359,5.25303780516595,1.496108118999e-07,8.75513942719087e-06,"Up"
"319","CCDC152",21.5352710496872,1.8669755534093,0.355400582456156,5.25315839525844,1.49512848246592e-07,8.75513942719087e-06,"Up"
"320","RASSF5",802.405405925551,1.24189482113545,0.236549493552154,5.25004218984573,1.52064378276695e-07,8.85584922988902e-06,"Up"
"321","DGKI",522.175745551973,-1.89642604694142,0.361337335226119,-5.24835344167985,1.53464656615639e-07,8.90955557847054e-06,"Down"
"322","NCF4",397.995318284542,1.05869184824774,0.201889087077233,5.24392805760096,1.57193512811928e-07,9.09769659864314e-06,"Up"
"323","PAEP",22314.6157323149,-3.74498244163491,0.714431253148443,-5.24190735655959,1.58925163609279e-07,9.16944070904803e-06,"Down"
"324","GPR85",523.194087240619,-1.75863444496239,0.335726320351066,-5.23829779900309,1.62064405266744e-07,9.29302232784934e-06,"Down"
"325","PVALB",8.92095248239348,2.3899027368516,0.456190768580474,5.2388231008888,1.61603849092676e-07,9.29302232784934e-06,"Up"
"326","C1R",7781.26209830037,1.20766805560522,0.230881968282684,5.23067290437596,1.6889412208533e-07,9.65494128583502e-06,"Up"
"327","GRIN2B",21.1300158729332,-2.62454970742337,0.501986523464748,-5.22832702620886,1.71050759206148e-07,9.74832400173019e-06,"Down"
"328","ORC5",1299.22181244497,-0.581508283938386,0.111428342079072,-5.2186748280409,1.80207826368281e-07,1.02388812567051e-05,"Down"
"329","NCF1",164.597704946204,1.48155602825619,0.284517309627698,5.20726148505643,1.91647939531155e-07,1.08557781188529e-05,"Up"
"330","BLK",32.2966881659362,2.03804861292076,0.391562400684271,5.20491397886823,1.94086490580767e-07,1.09605934498884e-05,"Up"
"331","AXL",1683.59118459776,1.41684840725053,0.272292366625104,5.20340847160533,1.95666142522384e-07,1.09969420662799e-05,"Up"
"332","LILRB2",355.530480265302,1.18466898834894,0.227681863108885,5.20317680193257,1.95910322279723e-07,1.09969420662799e-05,"Up"
"333","MYH6",2.07226837319025,2.33915481552366,0.45023267689028,5.19543546168174,2.0424118412818e-07,1.14301462685068e-05,"Up"
"334","IL5RA",6.58582864606793,1.67048795888419,0.321984003694746,5.18810853867101,2.1244077825862e-07,1.18534321665499e-05,"Up"
"335","CEBPA",259.476976075194,1.47951261289708,0.285388584932924,5.18420389254467,2.1693950616028e-07,1.20683123486656e-05,"Up"
"336","ABCC11",291.929705025648,2.02815751406616,0.391506880272107,5.18038792231836,2.21424936349488e-07,1.22811759339555e-05,"Up"
"337","PRDM1",514.462194747882,1.24241203357816,0.240076169934735,5.17507436875518,2.27820218097349e-07,1.25983904583448e-05,"Up"
"338","CD69",66.40658563572,1.43379581289109,0.277454967885809,5.16767035680251,2.37029887527506e-07,1.3068902319416e-05,"Up"
"339","AKAP5",78.994994809537,1.4075062401444,0.272571236329706,5.16381060267807,2.41972535823836e-07,1.33020654206873e-05,"Up"
"340","XKR4",7.08680814628185,2.44538206303775,0.473733338610654,5.16193787460572,2.44406409229207e-07,1.33963465952809e-05,"Up"
"341","HLA-DOB",63.8251815092064,1.43072958898933,0.277286768857798,5.15974705494534,2.47283709955027e-07,1.34747930371985e-05,"Up"
"342","CCR8",9.54772142346152,1.59716265221082,0.309531786225068,5.15993097732937,2.47040903717728e-07,1.34747930371985e-05,"Up"
"343","PSMB9",3013.75015693245,1.31313455947101,0.25471586969046,5.1552915060486,2.532366670016e-07,1.37589461406467e-05,"Up"
"344","GPR132",156.908571811972,1.15425387449867,0.223935237794444,5.15440930988358,2.54431657019279e-07,1.37836870936375e-05,"Up"
"345","CD48",191.617512696151,1.43643672573317,0.279581362881133,5.13781287468683,2.779544502929e-07,1.50143743062565e-05,"Up"
"346","IL21",3.11621500314356,2.74963664809207,0.535554126686338,5.13419001195087,2.8336170867445e-07,1.52622219735753e-05,"Up"
"347","LILRB1",197.932960410637,1.38435299638259,0.270047444199134,5.12633252459803,2.95440617733476e-07,1.58669491414439e-05,"Up"
"348","FFAR4",19.9915220955289,1.41247081598319,0.275643309983421,5.1242702609693,2.986922942938e-07,1.59954873461473e-05,"Up"
